hora,campaign,impressoes,cliques,conversoes,conversoes_atribuidas,custo_total,custo_medio,ctr,taxa_conversao
0,6121534,3,1,0,0,0.0001581833361453,5.27277787151e-05,0.3333333333333333,0.0
0,6210424,2,1,1,0,0.000528932693045,0.0002644663465225,0.5,0.0
0,6228543,10,4,0,0,0.0028807319699373003,0.00028807319699373005,0.4,0.0
0,6336377,1,1,0,0,4.06019126668e-05,4.06019126668e-05,1.0,0.0
0,6442596,6,0,0,0,0.0024336988971791,0.00040561648286318333,0.0,0.0
0,6513183,2,0,0,0,0.00022814645048460002,0.00011407322524230001,0.0,0.0
0,6516505,4,2,0,0,0.0019468171431060999,0.00048670428577652497,0.5,0.0
0,6686701,29,12,3,1,0.0123166279378832,0.00042471130820286897,0.41379310344827586,0.034482758620689655
0,6686703,11,4,0,0,0.0093689596784522,0.0008517236071320182,0.36363636363636365,0.0
0,6686704,20,6,0,0,0.0056506091494546,0.00028253045747272997,0.3,0.0
0,6697149,1,1,0,0,1e-05,1e-05,1.0,0.0
0,6697150,4,2,1,1,0.00041694428179889995,0.00010423607044972499,0.5,0.25
0,6781040,1,0,0,0,1e-05,1e-05,0.0,0.0
0,6810192,2,0,0,0,2.05882353818e-05,1.02941176909e-05,0.0,0.0
0,6810200,7,4,1,0,0.00016299222180080002,2.32846031144e-05,0.5714285714285714,0.0
0,6886817,10,4,0,0,0.0027762130937879,0.00027762130937879,0.4,0.0
0,7061828,45,12,1,1,0.0062833390182273,0.00013962975596060667,0.26666666666666666,0.022222222222222223
0,7075386,1,0,0,0,5.75703875705e-05,5.75703875705e-05,0.0,0.0
0,7121544,23,11,0,0,0.0059050479173132,0.0002567412137962261,0.4782608695652174,0.0
0,7144711,4,0,0,0,0.000676447451115,0.00016911186277875,0.0,0.0
0,7289590,48,13,1,1,0.0054289383216907,0.00011310288170188957,0.2708333333333333,0.020833333333333332
0,7299461,5,3,0,0,0.0019830617189329,0.00039661234378658,0.6,0.0
0,7403871,1,0,0,0,1e-05,1e-05,0.0,0.0
0,7462178,1,1,1,1,0.000226470582625,0.000226470582625,1.0,1.0
0,7544834,2,0,0,0,4.16581205667e-05,2.082906028335e-05,0.0,0.0
0,7681481,3,2,0,0,4.3694531987700005e-05,1.4564843995900002e-05,0.6666666666666666,0.0
0,7686710,17,8,0,0,0.0042711147513512,0.00025124204419712945,0.47058823529411764,0.0
0,7697146,2,1,0,0,0.000386147450369,0.0001930737251845,0.5,0.0
0,7845418,1,1,0,0,1.61764705006e-05,1.61764705006e-05,1.0,0.0
0,7877971,3,0,0,0,0.0001834649014407,6.115496714689999e-05,0.0,0.0
0,8214946,3,0,0,0,0.0001485914035756,4.953046785853333e-05,0.0,0.0
0,8403848,17,8,1,0,0.0037868626249344,0.00022275662499614116,0.47058823529411764,0.0
0,8403854,1,0,0,0,2.78257780215e-05,2.78257780215e-05,0.0,0.0
0,8407229,6,1,0,0,0.000630065702301,0.00010501095038349999,0.16666666666666666,0.0
0,8500299,1,0,0,0,4.70588224775e-05,4.70588224775e-05,0.0,0.0
0,8710016,5,2,0,0,0.0005350875679471,0.00010701751358942,0.4,0.0
0,8710017,1,0,0,0,0.000185386224085,0.000185386224085,0.0,0.0
0,8867068,3,2,0,0,0.0002009519790166,6.698399300553333e-05,0.6666666666666666,0.0
0,8877963,5,1,0,0,0.0010224235294885,0.00020448470589770002,0.2,0.0
0,8877966,2,2,0,0,0.001671739760096,0.000835869880048,1.0,0.0
0,8891880,5,3,0,0,0.0027268736207816,0.00054537472415632,0.6,0.0
0,8892339,7,4,1,0,0.0023760275365231,0.00033943250521758573,0.5714285714285714,0.0
0,8892341,8,2,0,0,0.0019474480923038,0.000243431011537975,0.25,0.0
0,8904991,4,3,1,0,0.0041791120344104,0.0010447780086026,0.75,0.0
0,8980571,7,1,0,0,0.0016267884816808,0.00023239835452582857,0.14285714285714285,0.0
0,8980584,4,0,0,0,0.000256718048857,6.417951221425e-05,0.0,0.0
0,8980585,5,3,1,1,0.0012894925144259,0.00025789850288518,0.6,0.2
0,9013587,4,1,0,0,0.000417841971098,0.0001044604927745,0.25,0.0
0,9042365,1,0,0,0,0.00124922517045,0.00124922517045,0.0,0.0
0,9095251,10,8,0,0,0.0014667365737233,0.00014667365737233,0.8,0.0
0,9097339,9,1,0,0,0.004484750795286699,0.0004983056439207444,0.1111111111111111,0.0
0,9097340,9,3,0,0,0.0108969595854002,0.0012107732872666888,0.3333333333333333,0.0
0,9100689,32,14,9,9,0.0099074866638402,0.00030960895824500625,0.4375,0.28125
0,9100690,33,8,5,4,0.0032861184242396,9.957934618907878e-05,0.24242424242424243,0.12121212121212122
0,9100691,17,6,1,1,0.0015937469209916,9.374981888185883e-05,0.35294117647058826,0.058823529411764705
0,9100692,24,11,7,6,0.0033724765614998,0.00014051985672915832,0.4583333333333333,0.25
0,9100693,65,27,18,15,0.0118303484692419,0.00018200536106526,0.4153846153846154,0.23076923076923078
0,9100694,2,0,0,0,0.000386051690706,0.000193025845353,0.0,0.0
0,9106406,1,0,0,0,4.16715311653e-05,4.16715311653e-05,0.0,0.0
0,9106407,34,10,4,0,0.0041783921898918,0.0001228938879379941,0.29411764705882354,0.0
0,9500303,3,2,0,0,0.0018071292139157,0.0006023764046385666,0.6666666666666666,0.0
0,9700343,1,1,0,0,0.000172864219454,0.000172864219454,1.0,0.0
0,9810200,27,20,3,1,0.0061850587712619,0.00022907625078747777,0.7407407407407407,0.037037037037037035
0,10002432,1,0,0,0,0.000315941874458,0.000315941874458,0.0,0.0
0,10013589,6,0,0,0,0.0006600001691868,0.0001100000281978,0.0,0.0
0,10245630,2,1,0,0,5.91937685769e-05,2.959688428845e-05,0.5,0.0
0,10321103,4,2,0,0,0.0034381115268519997,0.0008595278817129999,0.5,0.0
0,10341182,157,67,7,5,0.038509872922482,0.000245285814792879,0.4267515923566879,0.03184713375796178
0,10462151,5,3,0,0,0.0008624628342452,0.00017249256684903998,0.6,0.0
0,10474106,9,4,2,0,0.0031875294027041,0.00035416993363378887,0.4444444444444444,0.0
0,10491643,2,0,0,0,6.51850583719e-05,3.259252918595e-05,0.0,0.0
0,10686810,1,0,0,0,1e-05,1e-05,0.0,0.0
0,10810197,2,2,0,0,0.000814781375859,0.0004073906879295,1.0,0.0
0,10810198,2,1,0,0,0.00011447206870710001,5.7236034353550006e-05,0.5,0.0
0,10960760,1,1,0,0,1.25014595687e-05,1.25014595687e-05,1.0,0.0
0,11028540,6,3,0,0,0.0003588915806268,5.9815263437800006e-05,0.5,0.0
0,11042365,2,2,0,0,0.0001105416500392,5.52708250196e-05,1.0,0.0
0,11097337,6,4,1,0,0.000665233974864,0.000110872329144,0.6666666666666666,0.0
0,11289564,4,0,0,0,9.645179603710001e-05,2.4112949009275002e-05,0.0,0.0
0,11321105,6,1,0,0,0.0017361687910249,0.00028936146517081666,0.16666666666666666,0.0
0,11387831,1,1,0,0,8.84952415075e-05,8.84952415075e-05,1.0,0.0
0,11500306,7,3,0,0,0.0011210916597782,0.0001601559513968857,0.42857142857142855,0.0
0,11765782,1,0,0,0,0.00031818499456,0.00031818499456,0.0,0.0
0,11772330,2,0,0,0,2.3309706422700003e-05,1.1654853211350001e-05,0.0,0.0
0,11803618,6,3,0,0,0.0009372593081109,0.00015620988468515002,0.5,0.0
0,11835565,2,2,0,0,0.0001640185444034,8.20092722017e-05,1.0,0.0
0,11843320,7,1,0,0,0.0002104275547757,3.0061079253671428e-05,0.14285714285714285,0.0
0,11938638,8,3,0,0,0.0005767269089013,7.20908636126625e-05,0.375,0.0
0,11959615,6,4,1,0,0.0041323948904987,0.0006887324817497834,0.6666666666666666,0.0
0,12089516,1,0,0,0,2.64705892872e-05,2.64705892872e-05,0.0,0.0
0,12089529,2,2,1,1,0.000580212962827,0.0002901064814135,1.0,0.5
0,12121528,11,3,0,0,0.0049621208306452995,0.00045110189369502725,0.2727272727272727,0.0
0,12288258,1,0,0,0,0.000111124086029,0.000111124086029,0.0,0.0
0,12289574,14,2,0,0,0.0021733146879406,0.00015523676342432856,0.14285714285714285,0.0
0,12321091,2,1,1,0,0.000419602464181,0.0002098012320905,0.5,0.0
0,12351511,1,0,0,0,0.000309758361649,0.000309758361649,0.0,0.0
0,12407222,1,0,0,0,0.00020586039946,0.00020586039946,0.0,0.0
0,12491647,1,1,0,0,6.77240314298e-05,6.77240314298e-05,1.0,0.0
0,12700454,44,14,1,0,0.0141555736101836,0.00032171758204962726,0.3181818181818182,0.0
0,12700456,2,2,0,0,0.0004371031023117,0.00021855155115585,1.0,0.0
0,12765785,1,1,1,0,3.93985387157e-05,3.93985387157e-05,1.0,0.0
0,12810171,1,0,0,0,2.58514677047e-05,2.58514677047e-05,0.0,0.0
0,12843318,3,2,0,0,5.5631267304799995e-05,1.8543755768266666e-05,0.6666666666666666,0.0
0,12947794,10,1,0,0,0.0004564296762343,4.564296762343e-05,0.1,0.0
0,12987593,2,0,0,0,0.0012189875831347,0.00060949379156735,0.0,0.0
0,13104554,2,1,1,0,4.82352927151e-05,2.411764635755e-05,0.5,0.0
0,13166099,18,2,1,0,0.0017291487944478998,9.606382191377221e-05,0.1111111111111111,0.0
0,13289562,17,6,1,1,0.0030811495887403,0.00018124409345531177,0.35294117647058826,0.058823529411764705
0,13300118,6,3,1,1,0.0005374208786794,8.957014644656666e-05,0.5,0.16666666666666666
0,13300124,13,5,0,0,0.0020491103236289,0.00015762387104837692,0.38461538461538464,0.0
0,13365547,29,18,2,0,0.008526902825900101,0.0002940311319275897,0.6206896551724138,0.0
0,13422843,17,4,0,0,0.0007187867422571,4.228157307394706e-05,0.23529411764705882,0.0
0,13442441,5,1,1,0,0.0004656303819529,9.312607639058e-05,0.2,0.0
0,13445189,2,1,1,1,0.00048473412709749996,0.00024236706354874998,0.5,0.5
0,13458071,3,2,0,0,0.0008531952177600001,0.00028439840592000003,0.6666666666666666,0.0
0,13462155,2,1,0,0,0.00012519465324459998,6.259732662229999e-05,0.5,0.0
0,13462158,7,0,0,0,0.0042748408913383,0.0006106915559054715,0.0,0.0
0,13466843,7,3,0,0,0.0010668328864537,0.00015240469806481429,0.42857142857142855,0.0
0,13576407,14,5,0,0,0.0010256479212860002,7.326056580614286e-05,0.35714285714285715,0.0
0,13576413,5,1,0,0,0.0005366580099009001,0.00010733160198018001,0.2,0.0
0,13576416,1,0,0,0,0.00103779884837,0.00103779884837,0.0,0.0
0,13661597,16,7,0,0,0.0021030892025601,0.00013144307516000625,0.4375,0.0
0,13661605,27,5,0,0,0.0034518967333432,0.00012784802716085924,0.18518518518518517,0.0
0,13661608,8,3,0,0,0.0005213467021692,6.516833777115e-05,0.375,0.0
0,13710655,1,1,1,0,9.74878852439e-05,9.74878852439e-05,1.0,0.0
0,13770704,19,4,0,0,0.002129038035696,0.00011205463345768422,0.21052631578947367,0.0
0,13947793,11,3,0,0,0.0009263605720122001,8.421459745565455e-05,0.2727272727272727,0.0
0,13947795,19,4,0,0,0.0032607968846679997,0.00017162088866673684,0.21052631578947367,0.0
0,14006998,3,1,0,0,0.00040653988227610003,0.00013551329409203333,0.3333333333333333,0.0
0,14102485,2,1,0,0,0.000198529428419,9.92647142095e-05,0.5,0.0
0,14104561,2,0,0,0,2e-05,1e-05,0.0,0.0
0,14106384,1,0,0,0,2.59374060175e-05,2.59374060175e-05,0.0,0.0
0,14106399,1,0,0,0,2.09570588434e-05,2.09570588434e-05,0.0,0.0
0,14118031,1,0,0,0,0.000416487104753,0.000416487104753,0.0,0.0
0,14121532,34,12,4,2,0.0119923687283074,0.0003527167273031588,0.35294117647058826,0.058823529411764705
0,14235907,9,3,1,1,0.0163517720966133,0.0018168635662903668,0.3333333333333333,0.1111111111111111
0,14257845,2,1,0,0,0.0004364426580407,0.00021822132902035,0.5,0.0
0,14289571,8,2,0,0,0.0011665223763397,0.0001458152970424625,0.25,0.0
0,14300126,5,2,1,0,0.0010008865699001,0.00020017731398002002,0.4,0.0
0,14398570,1,0,0,0,0.000146967155092,0.000146967155092,0.0,0.0
0,14445192,7,2,0,0,0.0005105522022195,7.29360288885e-05,0.2857142857142857,0.0
0,14458654,8,2,0,0,0.0008609003555781,0.0001076125444472625,0.25,0.0
0,14458669,1,1,0,0,1e-05,1e-05,1.0,0.0
0,14466837,2,1,1,0,0.0011154156055874,0.0005577078027937,0.5,0.0
0,14576401,4,1,0,0,0.00034078521803779997,8.519630450944999e-05,0.25,0.0
0,14661605,32,12,1,1,0.018717038754021798,0.0005849074610631812,0.375,0.03125
0,15073876,21,9,0,0,0.0011456284323816,5.4553734875314285e-05,0.42857142857142855,0.0
0,15184511,75,25,11,8,0.0448518028902483,0.000598024038536644,0.3333333333333333,0.10666666666666667
0,15321102,5,4,2,2,0.0016650109338045998,0.00033300218676092,0.8,0.4
0,15398570,51,17,4,1,0.0165647323428452,0.00032479867338912154,0.3333333333333333,0.0196078431372549
0,15422821,4,3,0,0,0.0002642194794646,6.605486986615e-05,0.75,0.0
0,15491650,5,4,1,1,0.0022168791112745,0.00044337582225490005,0.8,0.2
0,15500294,1,0,0,0,0.000251505041824,0.000251505041824,0.0,0.0
0,15500296,4,0,0,0,0.0001863147191098,4.657867977745e-05,0.0,0.0
0,15506599,3,1,1,1,0.00053880815803,0.00017960271934333333,0.3333333333333333,0.3333333333333333
0,15506600,2,1,1,1,0.0004576464104431,0.00022882320522155,0.5,0.5
0,15568932,7,3,0,0,0.00030227612793249997,4.318230399035714e-05,0.42857142857142855,0.0
0,15574227,4,0,0,0,0.0004759523469741,0.000118988086743525,0.0,0.0
0,15654890,10,1,0,0,0.0010633366280817,0.00010633366280816999,0.1,0.0
0,15654897,3,0,0,0,0.0002415647763958,8.052159213193333e-05,0.0,0.0
0,15661602,2,1,0,0,6.89967305344e-05,3.44983652672e-05,0.5,0.0
0,15743382,2,0,0,0,0.002783532932205,0.0013917664661025,0.0,0.0
0,15746419,5,3,0,0,0.0109284653221206,0.00218569306442412,0.6,0.0
0,15885288,2,1,0,0,4.3831535560199996e-05,2.1915767780099998e-05,0.5,0.0
0,15959625,16,2,0,0,0.0019260479314089,0.00012037799571305625,0.125,0.0
0,16040127,2,1,1,0,0.00010622195187739999,5.3110975938699996e-05,0.5,0.0
0,16184517,16,4,2,1,0.0017438388584028,0.000108989928650175,0.25,0.0625
0,16307476,4,1,0,0,0.0012248599550862,0.00030621498877155,0.25,0.0
0,16321090,7,2,0,0,0.0017020774761097,0.00024315392515852858,0.2857142857142857,0.0
0,16491630,2,2,0,0,0.0005108024927406,0.0002554012463703,1.0,0.0
0,16823030,6,3,1,0,0.0012120952228194,0.0002020158704699,0.5,0.0
0,16920604,7,4,0,0,0.0027131680360367,0.00038759543371952857,0.5714285714285714,0.0
0,16922675,13,4,2,1,0.0014256181019596,0.00010966293091996924,0.3076923076923077,0.07692307692307693
0,17051292,1,0,0,0,5.92212378979e-05,5.92212378979e-05,0.0,0.0
0,17132183,13,6,0,0,0.0018094880585786,0.00013919138912143076,0.46153846153846156,0.0
0,17288254,7,2,1,0,0.0019012987093006998,0.0002716141013286714,0.2857142857142857,0.0
0,17288262,5,0,0,0,0.0022459104109959,0.00044918208219918,0.0,0.0
0,17314989,1,0,0,0,6.56734757563e-05,6.56734757563e-05,0.0,0.0
0,17321082,26,15,3,1,0.0077109165810342,0.00029657371465516155,0.5769230769230769,0.038461538461538464
0,17435335,4,1,0,0,0.00022494843273660001,5.6237108184150003e-05,0.25,0.0
0,17491634,1,1,0,0,0.00020951995885,0.00020951995885,1.0,0.0
0,17661709,4,2,0,0,0.001333881458815,0.00033347036470375,0.5,0.0
0,17661711,3,0,0,0,0.0005189342677971,0.0001729780892657,0.0,0.0
0,17686799,111,30,1,1,0.0154947326998932,0.00013959218648552433,0.2702702702702703,0.009009009009009009
0,17710659,1,0,0,0,9.78247470716e-05,9.78247470716e-05,0.0,0.0
0,17710661,1,0,0,0,1e-05,1e-05,0.0,0.0
0,17710664,13,3,0,0,0.0026545948411026,0.00020419960316173845,0.23076923076923078,0.0
0,17916128,1,0,0,0,3.33372240557e-05,3.33372240557e-05,0.0,0.0
0,18091420,1,1,0,0,0.000732155207397,0.000732155207397,1.0,0.0
0,18095238,9,2,0,0,0.0006287852478231,6.98650275359e-05,0.2222222222222222,0.0
0,18104558,2,0,0,0,0.00011740693387150001,5.8703466935750004e-05,0.0,0.0
0,18436526,4,0,0,0,0.0002174127685635,5.4353192140875e-05,0.0,0.0
0,18443077,5,2,0,0,0.0009884771795896,0.00019769543591792,0.4,0.0
0,18498193,14,3,0,0,0.0007601264066412001,5.429474333151429e-05,0.21428571428571427,0.0
0,18498853,6,1,0,0,0.0004390649772043,7.317749620071666e-05,0.16666666666666666,0.0
0,18836888,1,0,0,0,6.42826671109e-05,6.42826671109e-05,0.0,0.0
0,18898397,1,0,0,0,4.11764707635e-05,4.11764707635e-05,0.0,0.0
0,18975813,12,5,1,0,0.0018699195733653,0.000155826631113775,0.4166666666666667,0.0
0,18975823,106,57,8,3,0.031636918923971004,0.00029846149928274533,0.5377358490566038,0.02830188679245283
0,19129839,24,9,0,0,0.0083337271753959,0.0003472386323081625,0.375,0.0
0,19602309,75,21,0,0,0.0077829554142867,0.000103772738857156,0.28,0.0
0,19661713,1,0,0,0,3.38235300253e-05,3.38235300253e-05,0.0,0.0
0,20309767,3,2,0,0,0.0003014688458047,0.00010048961526823333,0.6666666666666666,0.0
0,20377297,2,1,1,0,8.77941180678e-05,4.38970590339e-05,0.5,0.0
0,20445163,1,0,0,0,1.38905107537e-05,1.38905107537e-05,0.0,0.0
0,20458055,4,3,0,0,0.0005202758531358,0.00013006896328395,0.75,0.0
0,20530187,4,0,0,0,0.0004004172704696,0.0001001043176174,0.0,0.0
0,20640037,1,0,0,0,1.72451713211e-05,1.72451713211e-05,0.0,0.0
0,20695010,3,0,0,0,6.27679892849e-05,2.092266309496667e-05,0.0,0.0
0,20817326,2,0,0,0,0.00015263000983660002,7.631500491830001e-05,0.0,0.0
0,20843295,3,1,0,0,0.0003085811147156,0.00010286037157186667,0.3333333333333333,0.0
0,20898399,9,3,0,0,0.0008712142855465,9.680158728294444e-05,0.3333333333333333,0.0
0,20938751,4,1,0,0,0.0005499854351468,0.0001374963587867,0.25,0.0
0,21005924,1,1,0,0,0.000142060877646,0.000142060877646,1.0,0.0
0,21016759,6,2,0,0,0.0002081881908812,3.469803181353333e-05,0.3333333333333333,0.0
0,21096019,1,0,0,0,1e-05,1e-05,0.0,0.0
0,21257831,4,1,0,0,0.000437093614449,0.00010927340361225,0.25,0.0
0,21294794,20,8,1,0,0.0034613458788675003,0.000173067293943375,0.4,0.0
0,21307468,1,0,0,0,9.62700913934e-05,9.62700913934e-05,0.0,0.0
0,21443086,7,1,0,0,0.0023608105127087995,0.0003372586446726856,0.14285714285714285,0.0
0,21640043,2,2,0,0,0.0001944076904408,9.72038452204e-05,1.0,0.0
0,21830168,9,5,0,0,0.0016237194291601,0.00018041326990667777,0.5555555555555556,0.0
0,22071675,2,0,0,0,4.22266185985e-05,2.111330929925e-05,0.0,0.0
0,22233130,8,6,0,0,0.0011290320170563,0.0001411290021320375,0.75,0.0
0,22274902,2,1,0,0,0.0004003228860058,0.0002001614430029,0.5,0.0
0,22431924,11,5,1,0,0.0006248081537415,5.680074124922727e-05,0.45454545454545453,0.0
0,22589171,26,7,0,0,0.0059648980223415,0.0002294191547054423,0.2692307692307692,0.0
0,22723823,2,0,0,0,3.21566569799e-05,1.607832848995e-05,0.0,0.0
0,22726403,2,0,0,0,0.000966154978161,0.0004830774890805,0.0,0.0
0,22891661,1,0,0,0,0.000170717923081,0.000170717923081,0.0,0.0
0,22891668,7,3,2,0,0.0033017818508412,0.0004716831215487429,0.42857142857142855,0.0
